volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,在某個島上的烏鴉族群如果逐漸變大，超過所能供應的食物量時，最先可能發生下列哪一種現象？,自然衰退,出生率提高,遷入,死亡率提高,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,建銘利用捉放法估算瓶中的綠豆數，他將不同顆數的紅豆充分混合在綠豆中，得到不同的數據結果。 下列何者不能使估算值更趨準確？,實驗的次數增加求平均,抓取的總豆數增加,將紅豆與綠豆混合更均勻,瓶中的綠豆數增加。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,青斑蝶在生態中扮演的角色是,生產者,初級消費者,分解者,二級消費者,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,海馬、珊瑚、豐年蝦、糠蝦、槍蝦、魚苗等生物合稱,群集,族群,生物圈,生態系,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,對於生態與保育的工作，下列哪一項作法成效上最理想？,製作瀕臨絕種的野生動物標本供教學或展覽用,從世界各地引進各種生物，以維持生物的多樣性,對於螢火蟲的天敵應加以誘殺，以確保螢火蟲的復育計畫能更成功,不要過度開發，儘量保持原有溼地。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下列有關生態系的敘述，何者不正確？,固定於一定的範圍內的,隨時間而變化的,因地而異的,是動態的觀念,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,一個地區的食物鏈或食物網的組成可影響生態系的穩定性，下列哪一種生態系最穩定？,闊葉林,竹林,沙漠,冰原,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,地球陸地生態系中最主要的生產者為何？,行光合作用的浮游植物,草原,農作物,熱帶雨林,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,在池塘生態系中，發現下列生物，哪一種不屬於生產者？,新月藻,草履蟲,水綿,矽藻,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下列何者屬於流動水域？,水潭,溪流,池塘,湖泊,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,深海底部黑暗而又寒冷，這種環境中可能,無生命體存在,僅有細菌能生活在此處,有細菌及動物，但無綠色植物,各種生物皆有,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,一種蠅的幼蟲會寄生在鹿的體表，吸食鹿的血液維生，則這種蠅的幼蟲之生態地位為,生產者,初級消費者,次級消費者,分解者,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,一個群集形成時，最先出現的生物是,生產者,初級消費者,次級消費者,分解者,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,太空人在太空艙中，攜帶有限的食物，所以必須謹慎使用，如果將此種情形比喻成地球上的人口和資 源問題，你認為這是,不對的，因為地球上的資源取之不盡,不對的，因為目前科學發達，可以解決一切問題,對的，因為我們必須保持自然的平衡,對的，因為地球上可供取用的資源有限,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,如果一個生物學家研究某一種鳥類季節性遷移的現象，那麼他的研究對象是一個,生態系,族群,集群,個體,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,假如地球上完全沒有細菌和真菌，則,我們完全不會患病，生活得更好,家畜和家禽不會患病，我們有更多肉類可吃,種植的果菜沒有植病，我們不愁沒有果菜可吃,地球上動、植物的屍體和動物的排泄物不能分解，堆積愈來愈多，漸漸威脅到我們生存的空間,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,地球上動、植物的屍體和動物的排泄物不能分解，堆積愈來愈多，漸漸威脅到我們生存的空間 下列何者不是分解者？,蕈類,黴菌,藻類,細菌,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下列何者能將太陽輻射能轉變為化學能？,生產者,消費者,分解者,清除者,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,蜜蜂能採花蜜釀成蜂蜜，而蜂蜜能供人類食用，所以蜜蜂在生命世界中扮演何者角色？,生產者,消費者,分解者,清除者,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,糞金龜能將動物的排泄物堆疊成球，並將卵產入其中，提供幼蟲攝食。則以動物排泄物為養分來源的 糞金龜，在自然界中是扮演下列何種角色？,生產者,消費者,分解者,消費者兼分解者,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下圖為海洋分區情形，下列有關海洋生態系之敘述何者錯誤？,甲區包含了潮間帶，生產者多大型藻類,乙區的生產者-浮游性的單細胞藻類,乙區的深處因不透光所以並無生物存在,丙稱為透光區約水深200公尺,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,四肢發達、速度極快的哺乳動物多生長在哪一種生態系？,針葉林,熱帶雨林,草原,沙漠,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下列何者素有「人類最後基因寶庫」之稱？,熱帶雨林,落葉林,針葉林,草原,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下列何者的生產力最低，而常被稱為生態學上的沙漠？,遠洋區,熱帶雨林,潮間帶,大陸棚,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,某地區有200000棵草、500棵樹、2500隻甲蟲、300隻兔、90隻鹿及30隻狼，以上各項合稱為,族群,生態系,群集,生物圈,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,乳牛能產生牛乳，在生命世界中，乳牛扮演何種角色？ 生產者 初級消費者 次級消費者 分解者,請閱讀以下敘述，並回答下面題目,淡水紅樹林自然保留區，為淡水河由上游挾帶泥沙堆積而成的河岸沙洲沼澤區，該區由水筆仔、彈塗,魚、招潮蟹、水鳥等構成了典型河口生態系，為生態教育與科學研究上極珍貴的資源。請回答下列1-,3題,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,淡水紅樹林自然保留區，為淡水河由上游挾帶泥沙堆積而成的河岸沙洲沼澤區，該區由水筆仔、彈塗魚、招潮蟹、水鳥等構成了典型河口生態系，為生態教育與科學研究上極珍貴的資源。請回答下列1-3題,解說員導覽解說：「前方為紅樹林生態系」，你認為紅樹林生態系指的是,水筆仔,水筆仔.五梨跤.紅茄苳等樹皮枝條為紅色的植物,水筆仔.彈塗魚.招潮蟹等生物,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,水筆仔.五梨跤.紅茄苳等樹皮枝條為紅色的植物 水筆仔.彈塗魚.招潮蟹等生物加周圍環境 紅樹林若受到重金屬污染，下列何種生物體內有毒物質的含量應會最高？,水筆仔,彈塗魚,招潮蟹,白鷺鷥,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,關於此生態系的敘述，下列何者錯誤？ 水筆仔等植物是此生態系的主要生產者 此生態系最初的能量來源是太陽 此生態系物種繁多，故具有高度的生物多樣性 此生態系中的招潮蟹數量比水鳥少。 請閱讀以下敘述，並回答下面題目 東非的賽倫蓋蒂自然公園地形平坦、氣候溫暖、雨量充足。一世紀以前，馬賽族（非洲原住民）帶著 牛群在此放牧。馬賽人會放火焚燒森林，火燒使樹木枯死，下過雨後，就形成了大草原，使牛群和野 生的牛羚、斑馬等草食動物有豐富的食物可吃。後來牛群感染了牛瘟大量死亡，馬賽族不得不離開了 賽倫蓋蒂。開闊的草原迅速回復為森林，使得草食動物的食物不足。多年後，從鄰近地區遷入一群非 洲象，他們用象牙刮食樹皮，導致樹木死亡，使森林又變成草原。15年之間，牛羚的數目就增加為六,倍。除了被肉食動物捕殺，每年還有10萬頭以上的牛羚自然死亡。大部分的屍體都依賴禿鷹啄食乾,淨，因為禿鷹尋找屍體的能力比哺乳動物強。由於牛羚數量太多，為了避免將草吃完，牛羚必須在公,園內不斷遷移。在壯闊的賽倫蓋蒂自然公園，數以萬計的牛羚大遷移已經成為一件大事，每年都吸引,了許多觀光客和生態學者前來觀賞。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,東非的賽倫蓋蒂自然公園地形平坦、氣候溫暖、雨量充足。一世紀以前，馬賽族（非洲原住民）帶著 牛群在此放牧。馬賽人會放火焚燒森林，火燒使樹木枯死，下過雨後，就形成了大草原，使牛群和野 生的牛羚、斑馬等草食動物有豐富的食物可吃。後來牛群感染了牛瘟大量死亡，馬賽族不得不離開了 賽倫蓋蒂。開闊的草原迅速回復為森林，使得草食動物的食物不足。多年後，從鄰近地區遷入一群非 洲象，他們用象牙刮食樹皮，導致樹木死亡，使森林又變成草原。15年之間，牛羚的數目就增加為六 倍。除了被肉食動物捕殺，每年還有10萬頭以上的牛羚自然死亡。大部分的屍體都依賴禿鷹啄食乾 淨，因為禿鷹尋找屍體的能力比哺乳動物強。由於牛羚數量太多，為了避免將草吃完，牛羚必須在公 園內不斷遷移。在壯闊的賽倫蓋蒂自然公園，數以萬計的牛羚大遷移已經成為一件大事，每年都吸引 目前賽倫蓋蒂自然公園對牛羚的「負荷量」為,25萬頭,130萬頭,150萬頭,100萬頭,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,請由文字敘述及圖形判斷，哪一時期馬賽族仍居住在賽倫蓋蒂自然公園？,甲,乙,丙,丁,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,哪一時期牛羚的（出生＋遷入） 大於 （死亡＋遷出）？,甲,乙,丙,丁,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,「禿鷹」在賽倫蓋蒂自然公園中扮演什麼樣的角色？,生產者,消費者,分解者,無法判斷,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,如果沒有被人類或動物影響，賽倫蓋蒂自然公園應該是什麼生態系？ 草原 森林,沙漠,淡水,請閱讀以下敘述，並回答下面題目,下圖是青青草原上牛群數量與時間關係圖：,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,下圖是青青草原上牛群數量與時間關係圖： 在2002～2004年間影響牛群數量較為合理的說法為何？,牛群正值青壯期，幾乎沒有死亡,食物來源逐漸增加,出生數+遷入數=死亡數+遷出數,擴展牛群棲息地,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生態系,自然第二冊_生物與環境_生態系,在一草原中，已有一群生存在草原中的穩定牛群，其族群變化如圖所示。而草原的主人考量經濟 效益，在未擴展草原情形下，引進牛群飼養。由圖可判斷草原主人應為哪一年引進另一批新的牛群？,1999年,2001年,2003年,2005年,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生態系 | 自然第二冊_生物與環境_生態系,第二冊,生物與環境,生態系
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,自然／第 2 冊／生物與環境／生物多樣性與自然保育 ／【答案卷】 一般而言，生物多樣性從微觀到巨觀，可分成三個層面來思考，下列哪一個不是？,基因多樣性，生存在地球上的所有生命的遺傳基因，可以共同構成一個巨大的基因庫,各式各樣的物種與其所生存的外在環境，也共同組成不同的生態體系,食物多樣性，多種植蔬果以改良品種，提高生產量,物種多樣性，由所有不同的物種所共同組成的種源庫,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,無論您在校園的任何地方，都會為種類繁多的生物所包圍。生物以各種體型與大小、生存模式、棲息 地的差異存在這個環境，彼此之間或多或少都有某種關聯，形成了多樣的生物世界。下列有關生物多樣性的敘 述，何者錯誤？ 生物多樣性不單是生態環境維持穩定的基礎，更是人類賴以生存的環境基礎,複雜的生物物種與自然環境間之互動關係，提供了人類賴以生存的生命維持系統,人類對環境的過度干擾，可能會造成生物快速而大量的滅絕,整個地球生態系，在物種單一化的情況下，不會因為單一的環境變遷或個別的自然災難，引發更大規模,的生物滅絕,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,為了維持生態平衡並維護生物多樣性，許多國家共同制定公約，我國也制定相關法令，共同維護地球 上的生物及環境，下列公約或法令的主要內容，何者正確？,拉姆薩公約：溼地的保育，以保護候鳥和許多動、植物的重要棲地,生物多樣性公約：生物貿易的相關規範，保護瀕臨絕種的野生物,文化資產保存法：設置國家公園，保育野生動、植物及其棲地,動物保護法：公告保育類野生動物名錄，限制野生動物的捕獵與利用,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,的生物及環境，下列公約或法令的主要內容，何者正確？ 拉姆薩公約：溼地的保育，以保護候鳥和許多動、植物的重要棲地,生物多樣性公約：生物貿易的相關規範，保護瀕臨絕種的野生物,文化資產保存法：設置國家公園，保育野生動、植物及其棲地,動物保護法：公告保育類野生動物名錄，限制野生動物的捕獵與利用,有關「自然保育」的敘述，下列何者錯誤？,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,對於瀕臨絕種的生物，我們應該加以保育。,麻雀是常見的生物，所以可以不用保育，任意捕殺。,保育工作的落實，可以為人類留下許多重要的基因來源，以提供未來人類生存的永續資源。,為了自然保育，個人隨意的放生行為是不被鼓勵的。,有關「自然保育」的敘述，下列何者正確？,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,政府制定野生動物保護法的目的是為了自然保育。,山裡的野草對人類一點用處也沒有，所以可以任意噴灑農藥以除去它。,自然界中生物的種類多或少，對自然界並無影響。,森林和人類一點關係也沒有，所以可以不要理它。,有關「自然保育」的敘述，下列何者錯誤？,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,下列關於「生物多樣性」的敘述，何者正確？,多以無性生殖保存生物的某一特定性狀，就可以保持生物多樣性。,人類的介入與幫忙，會幫助生態系的運作更加順暢，以維持生物多樣性。,維持生物多樣性，可以幫助保存生物歧異度，以替人類保存了未來可用的資源。,生態系中單一種類的生物數量越多，代表其生物多樣性越高。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,多以無性生殖保存生物的某一特定性狀，就可以保持生物多樣性。 人類的介入與幫忙，會幫助生態系的運作更加順暢，以維持生物多樣性。,維持生物多樣性，可以幫助保存生物歧異度，以替人類保存了未來可用的資源。,生態系中單一種類的生物數量越多，代表其生物多樣性越高。,下列關於「生物多樣性」的敘述，何者敘述錯誤？,任何生物都有其生存的價值。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,個體數相同的兩個地區，物種越多的區域，生態系會越穩定。 生態系中所存在的生物種類，是永遠固定不變動的。 生物多樣性的高低，與生態環境的穩定息息相關。 生物多樣性較高的地區，通常具有下列哪些特性？,族群密度較高,生物種類較少,食物網較簡單,生態系較不穩定,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,下列哪一個公約主要的內容在溼地的保育？,京都議定書,拉姆薩公約,生物多樣性公約,野生動物保育法,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,採用何種方式保護櫻花鉤吻鮭是較不適宜的？,擴大溪岸保護區,將農地恢復成森林,為它消滅天敵,不餵食,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,雪霸國家公園中的武陵區有自然景觀步道、七家灣溪、過度開墾的果園及高麗菜園。七家灣溪著名 國寶魚-櫻花鉤吻鮭瀕臨滅亡，何者不為造成的原因？,水溫太低,水生昆蟲遭農藥污染，形成生物累積,農業營養鹽，促使附著性藻類繁生等水域優養化現象,重重攔砂壩隔成數個小族群，近親交配產生脆弱後代,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,下列有關「外來生物引入」的敘述，何者錯誤？,為了防止外來生物引入國內，各國海關都有檢疫制度，禁止攜帶活的動、植物及種子入關,台灣引進大肚魚，捕食蚊子的幼蟲進行生物防治，百利而無一害。,引入外來生物會影響生態系中生物的交互作用,禁止引入外來生物是維持生物多樣性的重要工作,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,台灣引進大肚魚，捕食蚊子的幼蟲進行生物防治，百利而無一害。 引入外來生物會影響生態系中生物的交互作用 禁止引入外來生物是維持生物多樣性的重要工作 若用石蕊試紙檢測陽明山小油坑溫泉水質，石蕊試紙將成何種顏色？,藍黑色,紅色,藍色,褐色,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,寵物店中有拉不拉多、牧羊犬、貴賓狗等各式各樣的狗，請問這些狗差異原因為何？,遺傳多樣性,生態多樣性,物種多樣性,染色體數目不同,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,有關優養化的敘述何者錯誤？,是家庭廢水中含有大量磷、氮的化合物所導致的汙染,藻類會大量繁殖，對水中生物大有幫助,藻類的遺骸會導致分解者耗掉水中大量的氧氣,水中生物生存會受影響。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,佳純在課堂上報告關於物種多樣性的介紹，其中哪一段敘述是錯誤的？,個體數相同的兩個地區，物種越多的區域，生態系越穩定,熱帶雨林和草原生態系比較，熱帶雨林的物種多樣性較高,物種多樣性越高的地區，食物網越複雜，這個生態系就越穩定,開發沼澤地為良田，增加了物種多樣性。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,玄武岩自然保留區是在,阿里山,澎湖,野柳,墾丁,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,生態學家們努力保護現存的物種，其主要目的為下列何者﹖,成立自然保留區或國家公園,維護生物多樣性,對將來的開發較為有利,供人類觀賞。,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
第二冊,生物與環境,生物多樣性與自然保育,自然第二冊_生物與環境_生物多樣性與自然保育,空氣汙染是現今政府相當頭痛的問題，請問哪一種空氣汙染物過多會造成溫室效應？,二氧化碳,氧氣,氮氣,氟氯碳化物。,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,生物多樣性與自然保育 | 自然第二冊_生物與環境_生物多樣性與自然保育,第二冊,生物與環境,生物多樣性與自然保育
